Nome,Semana,Link,Data,Plataforma,Formato,Engajamento,Taxa de Engajamento,Impressoes,Visualizacoes,Likes,Comentarios,Compartilhamentos,VMG
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4lY5SdscCc/,16-03-2024,Instagram,Reels,75593,0.0416,308729.0,0.0,72018.0,3575.0,0.0,96443.34
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4mDn57Odsb/,16-03-2024,Instagram,Reels,50034,0.0275,309118.0,0.0,47424.0,2610.0,0.0,67870.8
Gustavo Gayer,14-20 MAR/24,https://www.tiktok.com/@gusgayer/video/7347426379232808198,17-03-2024,TikTok,Vídeo,27032,0.0693,0.0,390000.0,25600.0,862.0,570.0,75791.36
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4oVWSbMPKg/,17-03-2024,Instagram,Reels,99808,0.0549,309118.0,0.0,95614.0,4194.0,0.0,121511.0
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4qSiTEMJBM/,18-03-2024,Instagram,Reels,97757,0.0537,309507.0,0.0,94968.0,2789.0,0.0,110145.73
Gustavo Gayer,14-20 MAR/24,https://www.tiktok.com/@gusgayer/video/7347781978210536709,18-03-2024,TikTok,Vídeo,2018,0.1364,0.0,14800.0,1816.0,92.0,110.0,4118.88
Gustavo Gayer,14-20 MAR/24,https://www.youtube.com/watch?v=ZKDVBiUei5M,18-03-2024,YouTube,Vídeo,45566,0.256,0.0,177959.0,44040.0,1526.0,0.0,187033.23
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4rXgv5svzH/,18-03-2024,Instagram,Reels,82652,0.0453,309896.0,0.0,73289.0,9363.0,0.0,142130.39
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4tDKt6OZhq/,19-03-2024,Instagram,Reels,32798,0.018,309896.0,0.0,31646.0,1152.0,0.0,43092.71
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4tJ8zuMqy8/,19-03-2024,Instagram,Reels,12374,0.0068,309896.0,0.0,12222.0,152.0,0.0,18688.07
Gustavo Gayer,14-20 MAR/24,https://www.tiktok.com/@gusgayer/video/7348151402092416262,19-03-2024,TikTok,Vídeo,1671,0.1077999999999999,0.0,15500.0,1544.0,72.0,55.0,3794.24
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4tVlG8OkxL/,19-03-2024,Instagram,Reels,154209,0.0846,309896.0,0.0,143910.0,10299.0,0.0,210071.65
Gustavo Gayer,14-20 MAR/24,https://www.tiktok.com/@gusgayer/video/7348173940348439814,19-03-2024,TikTok,Vídeo,10844,0.1597,0.0,67900.0,9464.0,970.0,410.0,24910.08
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4viWUKsjKY/,20-03-2024,Instagram,Reels,96815,0.053,310274.0,0.0,93170.0,3645.0,0.0,115208.0
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/p/C4v8luwORfU/,20-03-2024,Instagram,Carrossel,9655,0.0053,310274.0,0.0,9333.0,322.0,0.0,17521.08
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4wMPkAOxhR/,20-03-2024,Instagram,Reels,38114,0.0209,310274.0,0.0,36433.0,1681.0,0.0,51291.38
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/p/C4wM_VFub_Y/,20-03-2024,Instagram,Foto,61592,0.0337,310274.0,0.0,58603.0,2989.0,0.0,80429.18
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4wNkqUOH0m/,20-03-2024,Instagram,Reels,22655,0.0124,310274.0,0.0,22123.0,532.0,0.0,30137.48
Gustavo Gayer,14-20 MAR/24,https://www.instagram.com/reel/C4wk75NtgwH/,20-03-2024,Instagram,Reels,187571,0.1026,310652.0,0.0,180429.0,7142.0,0.0,217186.18
Josimar de Maranhãozinho,14-20 MAR/24,https://www.tiktok.com/@josimardemaranhaozinho/video/7346216074314059013,14-03-2024,TikTok,Vídeo,4,0.0214,0.0,187.0,3.0,0.0,1.0,24.9
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/reel/C4qo2j1O5bK/,18-03-2024,Instagram,Reels,109,0.0009,28807.0,0.0,109.0,0.0,0.0,745.07
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/reel/C4quEzAuZlN/,18-03-2024,Instagram,Reels,298,0.0026,28807.0,0.0,291.0,7.0,0.0,955.49
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/reel/C4qw42ZuWZo/,18-03-2024,Instagram,Reels,467,0.0040999999999999,28807.0,0.0,440.0,27.0,0.0,1237.63
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/p/C4q9-NDOKQJ/,18-03-2024,Instagram,Carrossel,669,0.0058,28807.0,0.0,652.0,17.0,0.0,1342.95
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/p/C4q_iY0uyS2/,18-03-2024,Instagram,Foto,283,0.0025,28807.0,0.0,259.0,24.0,0.0,1058.87
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/p/C4rKnUMOF4f/,18-03-2024,Instagram,Foto,176,0.0015,28807.0,0.0,173.0,3.0,0.0,823.21
Josimar de Maranhãozinho,14-20 MAR/24,https://www.instagram.com/p/C4wOjAEO7f4/,20-03-2024,Instagram,Foto,521,0.0045,28814.0,0.0,503.0,18.0,0.0,1222.66
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1768354248524275828,14-03-2024,Twitter,Link,16529,0.0524,315142.0,0.0,14361.0,0.0,2168.0,28868.57
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1768703531719025000,15-03-2024,Twitter,Texto,3411,0.0108,315377.0,0.0,3270.0,0.0,141.0,9420.9
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1768727313749815528,15-03-2024,Twitter,Link,37856,0.12,315377.0,0.0,32872.0,0.0,4984.0,59029.93
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769388981563556114,17-03-2024,Twitter,Foto,30617,0.0969999999999999,315781.0,0.0,26378.0,0.0,4239.0,49445.94
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769441432878674061,17-03-2024,Twitter,Link,24489,0.0776,315781.0,0.0,21030.0,0.0,3459.0,40869.86
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769738593931551105,18-03-2024,Twitter,Foto,4458,0.0141,315949.0,0.0,3865.0,0.0,593.0,11871.54
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769765368002707740,18-03-2024,Twitter,Foto,25214,0.0798,315949.0,0.0,22326.0,0.0,2888.0,39857.8
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769766859740471537,18-03-2024,Twitter,Link,7583,0.024,315949.0,0.0,6800.0,0.0,783.0,15609.19
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769767080591499555,18-03-2024,Twitter,Foto,25249,0.0799,315949.0,0.0,19873.0,0.0,5376.0,47506.43
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769767141006332414,18-03-2024,Twitter,Texto,23519,0.0744,315949.0,0.0,20976.0,0.0,2543.0,37090.15
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769774516203364778,18-03-2024,Twitter,Foto,19017,0.0602,315949.0,0.0,16366.0,0.0,2651.0,32873.61
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769823969631158762,18-03-2024,Twitter,Link,31220,0.0988,315949.0,0.0,26992.0,0.0,4228.0,50024.26
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769841566124814508,18-03-2024,Twitter,Texto,9491,0.03,315949.0,0.0,9177.0,0.0,314.0,16101.13
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1769905247349018932,18-03-2024,Twitter,Foto,4026,0.0127,316116.0,0.0,3639.0,0.0,387.0,10807.8
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770095462311231507,19-03-2024,Twitter,Link,19075,0.0603,316116.0,0.0,16209.0,0.0,2866.0,33593.03
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770107114737827922,19-03-2024,Twitter,Foto,32746,0.1036,316116.0,0.0,28537.0,0.0,4209.0,51510.32
Nikolas Ferreira,14-20 MAR/24,https://www.instagram.com/reel/C4t3nbbrO6X/,19-03-2024,Instagram,Reels,604461,0.0572,1795298.0,0.0,590807.0,13654.0,0.0,653821.51
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770258406890148208,19-03-2024,Twitter,Foto,28666,0.0906,316284.0,0.0,23459.0,0.0,5207.0,50446.35
Nikolas Ferreira,14-20 MAR/24,https://www.tiktok.com/@nikolasferreiradm/video/7348247532100685062,19-03-2024,TikTok,Vídeo,26339,0.1202999999999999,0.0,218900.0,25500.0,509.0,330.0,51901.52
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770471193180602879,20-03-2024,Twitter,Link,11479,0.0363,316284.0,0.0,9759.0,0.0,1720.0,22417.26
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770471859340947788,20-03-2024,Twitter,Link,12536,0.0395999999999999,316284.0,0.0,11034.0,0.0,1502.0,22817.75
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770472144381550743,20-03-2024,Twitter,Link,15643,0.0495,316284.0,0.0,13617.0,0.0,2026.0,27559.26
Nikolas Ferreira,14-20 MAR/24,https://www.youtube.com/watch?v=h8TyTfoHfFg,20-03-2024,YouTube,Vídeo,26043,0.1036999999999999,0.0,251120.0,24919.0,1124.0,0.0,159694.4
Nikolas Ferreira,14-20 MAR/24,https://www.instagram.com/reel/C4vpso4OQFP/,20-03-2024,Instagram,Reels,326053,0.0308999999999999,1795298.0,0.0,310380.0,15673.0,0.0,428200.59
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770513281523855709,20-03-2024,Twitter,Foto,20293,0.0642,316284.0,0.0,16951.0,0.0,3342.0,36282.72
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770521867465404472,20-03-2024,Twitter,Foto,31707,0.1002,316284.0,0.0,25895.0,0.0,5812.0,55369.06
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770562101150367966,20-03-2024,Twitter,Texto,1115,0.0034999999999999,316284.0,0.0,1093.0,0.0,22.0,6753.74
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770579398418215256,20-03-2024,Twitter,Link,42436,0.1341999999999999,316284.0,0.0,36212.0,0.0,6224.0,67466.07
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770599110271291435,20-03-2024,Twitter,Link,13151,0.0416,316284.0,0.0,11263.0,0.0,1888.0,24620.06
Nikolas Ferreira,14-20 MAR/24,https://twitter.com/user/status/1770629437576433896,20-03-2024,Twitter,Link,20403,0.0645,316453.0,0.0,18719.0,0.0,1684.0,31323.31
Nikolas Ferreira,14-20 MAR/24,https://www.tiktok.com/@nikolasferreiradm/video/7348502089150008582,20-03-2024,TikTok,Vídeo,32873,0.1116,0.0,294600.0,31900.0,563.0,410.0,66734.64
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/p/C8GnskaMQ0J/,12-06-2024,Instagram,Carrossel,1647,0.0058,71499.0,0.0,1523.0,124.0,0.0,3881.17
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8H8soBvsOD/,12-06-2024,Instagram,Reels,2496,0.0087,71499.0,0.0,2405.0,91.0,0.0,4385.59
Abilio Brunini,12-18 JUN/24,https://twitter.com/user/status/1800947021517316283,12-06-2024,Twitter,Vídeo,173,0.0392,4410.0,0.0,127.0,0.0,46.0,393.02
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7379463058743151878,12-06-2024,TikTok,Vídeo,68,0.068,0.0,1000.0,66.0,1.0,1.0,183.4
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7379673080270048518,12-06-2024,TikTok,Vídeo,289,0.0832,0.0,3473.0,279.0,8.0,2.0,719.78
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8KXAB6urTX/,13-06-2024,Instagram,Reels,5239,0.0183,71511.0,0.0,4425.0,814.0,0.0,11690.16
Abilio Brunini,12-18 JUN/24,https://twitter.com/user/status/1801287700948857338,13-06-2024,Twitter,Vídeo,515,0.1168,4410.0,0.0,396.0,0.0,119.0,961.82
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=6ZtdGAeiekc,13-06-2024,YouTube,Vídeo,23,0.1901,0.0,121.0,21.0,2.0,0.0,121.8
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=zQCP69_Z6Ow,13-06-2024,YouTube,Vídeo,29,0.2788,0.0,104.0,26.0,3.0,0.0,144.2
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7380020852819053829,13-06-2024,TikTok,Vídeo,2960,0.1128999999999999,0.0,26221.0,2727.0,75.0,158.0,6078.66
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8NCy_BuP79/,14-06-2024,Instagram,Reels,3235,0.0113,71523.0,0.0,2997.0,238.0,0.0,6027.16
Abilio Brunini,12-18 JUN/24,https://twitter.com/user/status/1801686760558072230,14-06-2024,Twitter,Vídeo,704,0.1596,4410.0,0.0,539.0,0.0,165.0,1293.47
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=D4OqdB86vu8,14-06-2024,YouTube,Vídeo,21,0.2386,0.0,88.0,16.0,5.0,0.0,147.94
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7380430478441975045,14-06-2024,TikTok,Vídeo,1197,0.0455,0.0,26316.0,814.0,352.0,31.0,7091.96
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8PVX5PMAIV/,15-06-2024,Instagram,Reels,1681,0.0059,71535.0,0.0,1603.0,78.0,0.0,3596.59
Abilio Brunini,12-18 JUN/24,https://twitter.com/user/status/1801986114451833325,15-06-2024,Twitter,Vídeo,119,0.027,4410.0,0.0,97.0,0.0,22.0,265.04
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8P75QiPQyl/,15-06-2024,Instagram,Reels,1159,0.0040999999999999,71535.0,0.0,1109.0,50.0,0.0,2956.15
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7380736890439208197,15-06-2024,TikTok,Vídeo,214,0.0867,0.0,2468.0,208.0,6.0,0.0,522.4
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8SF9PcuROo/,16-06-2024,Instagram,Reels,10476,0.0366,71547.0,0.0,10143.0,333.0,0.0,12904.76
Abilio Brunini,12-18 JUN/24,https://twitter.com/user/status/1802378723959705613,16-06-2024,Twitter,Vídeo,2323,0.5268,4410.0,0.0,1630.0,0.0,693.0,4544.34
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7381138448742157574,16-06-2024,TikTok,Vídeo,7905,0.1424,0.0,55518.0,6694.0,358.0,853.0,15473.48
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=spRAZ5gxFsU,17-06-2024,YouTube,Vídeo,12,0.2221999999999999,0.0,54.0,12.0,0.0,0.0,46.02
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=W-QYCXMz1HI,17-06-2024,YouTube,Vídeo,35,0.115,0.0,313.0,33.0,2.0,0.0,229.62
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=JiPN32GOveE,17-06-2024,YouTube,Vídeo,55,0.0911,0.0,604.0,49.0,6.0,0.0,412.03
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8U9P-nvmhA/,17-06-2024,Instagram,Reels,5811,0.0203,71559.0,0.0,5477.0,334.0,0.0,8899.97
Abilio Brunini,12-18 JUN/24,https://www.instagram.com/reel/C8Vsh-iMmMS/,17-06-2024,Instagram,Reels,16710,0.0584,71571.0,0.0,14408.0,2302.0,0.0,31734.5
Abilio Brunini,12-18 JUN/24,https://www.tiktok.com/@abiliobrunini/video/7381653679545289990,17-06-2024,TikTok,Vídeo,1634,0.1039,0.0,15731.0,1354.0,241.0,39.0,5234.48
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=K5PhCaEuQJg,18-06-2024,YouTube,Vídeo,518,0.0817,0.0,6341.0,481.0,37.0,0.0,3824.5
Abilio Brunini,12-18 JUN/24,https://www.youtube.com/watch?v=Mj6arU1v_e4,18-06-2024,YouTube,Vídeo,734,0.0339,0.0,21661.0,622.0,112.0,0.0,10430.95
André Fernandes,12-18 JUN/24,https://www.youtube.com/watch?v=s3TCSwJOfZg,12-06-2024,YouTube,Vídeo,3579,0.2327,0.0,15383.0,3273.0,306.0,0.0,17743.5
André Fernandes,12-18 JUN/24,https://www.instagram.com/reel/C8IZFcQPlxz/,12-06-2024,Instagram,Reels,67701,0.0392,293454.0,0.0,66389.0,1312.0,0.0,73831.93
André Fernandes,12-18 JUN/24,https://www.tiktok.com/@andrefernandes_br/video/7380015249920937222,13-06-2024,TikTok,Vídeo,4535,0.1253,0.0,36200.0,4152.0,279.0,104.0,10337.76
André Fernandes,12-18 JUN/24,https://www.youtube.com/watch?v=zz-6IL48L_k,13-06-2024,YouTube,Vídeo,1328,0.2775,0.0,4785.0,1202.0,126.0,0.0,6452.51
André Fernandes,12-18 JUN/24,https://twitter.com/user/status/1801311982529712533,13-06-2024,Twitter,Vídeo,1526,0.0291,52466.0,0.0,1304.0,0.0,222.0,3142.93
André Fernandes,12-18 JUN/24,https://twitter.com/user/status/1801590835030405338,14-06-2024,Twitter,Vídeo,8360,0.1593,52466.0,0.0,6764.0,0.0,1596.0,14249.71
André Fernandes,12-18 JUN/24,https://www.instagram.com/reel/C8MxTf9RtQE/,14-06-2024,Instagram,Reels,87004,0.0503,293766.0,0.0,84718.0,2286.0,0.0,97101.73
André Fernandes,12-18 JUN/24,https://www.tiktok.com/@andrefernandes_br/video/7380444114375970054,14-06-2024,TikTok,Vídeo,23391,0.1061999999999999,0.0,220200.0,22000.0,764.0,627.0,51553.92
André Fernandes,12-18 JUN/24,https://www.youtube.com/watch?v=IxBOoYzBrZc,14-06-2024,YouTube,Vídeo,2288,0.2348,0.0,9743.0,2134.0,154.0,0.0,10734.13
André Fernandes,12-18 JUN/24,https://www.tiktok.com/@andrefernandes_br/video/7381475465170619654,17-06-2024,TikTok,Vídeo,6354,0.0875,0.0,72600.0,5879.0,288.0,187.0,16205.42
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/p/C8HQkTxgTMa/,12-06-2024,Instagram,Foto,528,0.0148,8942.0,0.0,422.0,106.0,0.0,1381.3
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/reel/C8LDkcIvyfi/,13-06-2024,Instagram,Reels,265,0.0074,8942.0,0.0,230.0,35.0,0.0,669.48
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/reel/C8PhseAMhUZ/,15-06-2024,Instagram,Reels,305,0.0085,8942.0,0.0,267.0,38.0,0.0,724.4
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/reel/C8QXCfZvMPn/,15-06-2024,Instagram,Reels,174,0.0049,8942.0,0.0,156.0,18.0,0.0,474.94
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/reel/C8SeR1_P0yq/,16-06-2024,Instagram,Reels,171,0.0048,8942.0,0.0,147.0,24.0,0.0,513.4
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/p/C8UihLbMjpw/,17-06-2024,Instagram,Foto,508,0.0141999999999999,8942.0,0.0,392.0,116.0,0.0,1432.5
Antonio Carlos Rodrigues,12-18 JUN/24,https://www.instagram.com/p/C8X8fYPv9b2/,18-06-2024,Instagram,Foto,154,0.0043,8942.0,0.0,125.0,29.0,0.0,532.98
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8HIzLsPQ6l/,12-06-2024,Instagram,Reels,49584,0.0247,341645.0,0.0,48168.0,1416.0,0.0,60052.27
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1800843634109272371,12-06-2024,Twitter,Vídeo,16499,0.07,235647.0,0.0,12782.0,0.0,3717.0,32180.68
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8HeBLFNd5j/,12-06-2024,Instagram,Foto,75804,0.0377,341645.0,0.0,70284.0,5520.0,0.0,110672.83
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8HzZCHt9EU/,12-06-2024,Instagram,Foto,5996,0.003,341645.0,0.0,5818.0,178.0,0.0,14098.67
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8IFKETJIkE/,12-06-2024,Instagram,Reels,28819,0.0143,341645.0,0.0,27361.0,1458.0,0.0,42481.65
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8IU_XjJvlr/,12-06-2024,Instagram,Reels,8542,0.0043,341645.0,0.0,8120.0,422.0,0.0,17957.19
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8IaHAkJbxl/,12-06-2024,Instagram,Reels,29383,0.0146,341645.0,0.0,27817.0,1566.0,0.0,43705.41
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8IrMncpdat/,12-06-2024,Instagram,Reels,10255,0.0051,342262.0,0.0,9630.0,625.0,0.0,20832.84
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8I7RIqpY6p/,12-06-2024,Instagram,Reels,38413,0.0191,342262.0,0.0,34204.0,4209.0,0.0,69563.28
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8Jt2PeJF8E/,13-06-2024,Instagram,Reels,51469,0.0256,342262.0,0.0,50160.0,1309.0,0.0,60955.44
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801225946701160509,13-06-2024,Twitter,Link,7868,0.0334,235647.0,0.0,6046.0,0.0,1822.0,17664.67
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8KC-l9PSt9/,13-06-2024,Instagram,Reels,97456,0.0484,342262.0,0.0,82303.0,15153.0,0.0,195197.22
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801245597346693520,13-06-2024,Twitter,Vídeo,4178,0.0177,235647.0,0.0,3466.0,0.0,712.0,10541.17
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8KXpvdiWEm/,13-06-2024,Instagram,Reels,67988,0.0338,342262.0,0.0,64351.0,3637.0,0.0,91085.3
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801295215082242285,13-06-2024,Twitter,Link,83,0.0004,235647.0,0.0,76.0,0.0,7.0,4247.92
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8KtnuxJMvC/,13-06-2024,Instagram,Foto,49085,0.0243999999999999,342262.0,0.0,45176.0,3909.0,0.0,76689.2
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801342364205629479,13-06-2024,Twitter,Vídeo,8560,0.0363,235647.0,0.0,6773.0,0.0,1787.0,18256.49
Bia Kicis,12-18 JUN/24,https://www.youtube.com/watch?v=F98DP-sVyn0,13-06-2024,YouTube,Vídeo,526,0.2948,0.0,1784.0,487.0,39.0,0.0,2367.31
Bia Kicis,12-18 JUN/24,https://www.youtube.com/watch?v=uWy5rFNZNeI,13-06-2024,YouTube,Vídeo,463,0.354,0.0,1308.0,433.0,30.0,0.0,1936.99
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8LExvApZ-D/,13-06-2024,Instagram,Foto,4835,0.0024,342262.0,0.0,4466.0,369.0,0.0,14420.6
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8LS1ELJyOE/,13-06-2024,Instagram,Reels,41417,0.0204999999999999,342878.0,0.0,40239.0,1178.0,0.0,51428.61
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8Le1FmpUCd/,13-06-2024,Instagram,Reels,4199,0.0021,342878.0,0.0,4003.0,196.0,0.0,12704.25
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8MSjUBPdaB/,14-06-2024,Instagram,Reels,22506,0.0112,342878.0,0.0,21630.0,876.0,0.0,33099.47
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801580066943430953,14-06-2024,Twitter,Link,1103,0.0046999999999999,235647.0,0.0,871.0,0.0,232.0,5966.62
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8MniB1sdwq/,14-06-2024,Instagram,Reels,37738,0.0187,342878.0,0.0,35191.0,2547.0,0.0,57628.63
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801644856156049554,14-06-2024,Twitter,Link,2525,0.0107,235647.0,0.0,2057.0,0.0,468.0,8125.0
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8M-GtZupfn/,14-06-2024,Instagram,Foto,14260,0.0070999999999999,342878.0,0.0,13867.0,393.0,0.0,22704.19
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8NSGCfJ2zd/,14-06-2024,Instagram,Foto,20343,0.0101,342878.0,0.0,19735.0,608.0,0.0,29406.17
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801733430897688768,14-06-2024,Twitter,Vídeo,12382,0.0525,235647.0,0.0,9698.0,0.0,2684.0,24861.53
Bia Kicis,12-18 JUN/24,https://www.youtube.com/watch?v=pu-VXNlHmyk,14-06-2024,YouTube,Vídeo,409,0.3715,0.0,1101.0,378.0,31.0,0.0,1755.69
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8NnEa7JVtX/,14-06-2024,Instagram,Reels,7677,0.0038,342878.0,0.0,6841.0,836.0,0.0,20072.07
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1801774605440311668,14-06-2024,Twitter,Foto,20146,0.0855,235647.0,0.0,14215.0,0.0,5931.0,42638.99
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8N51_jJn21/,14-06-2024,Instagram,Reels,16225,0.0086,343495.0,0.0,16225.0,0.0,0.0,30274.62
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8O4YSPORJe/,15-06-2024,Instagram,Foto,45532,0.0225,343495.0,0.0,44020.0,1512.0,0.0,57266.02
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8PNCB4JT4C/,15-06-2024,Instagram,Reels,69475,0.0344,343495.0,0.0,63670.0,5805.0,0.0,107221.12
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8PkruRp3AA/,15-06-2024,Instagram,Reels,30702,0.0152,343495.0,0.0,30008.0,694.0,0.0,38917.1
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8P1jzUKNgK/,15-06-2024,Instagram,Reels,34748,0.0172,343495.0,0.0,31057.0,3691.0,0.0,62896.14
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8QKPcAt5T9/,15-06-2024,Instagram,Foto,55443,0.0274,343495.0,0.0,51653.0,3790.0,0.0,81371.0
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802120096355160545,15-06-2024,Twitter,Link,683,0.0029,235647.0,0.0,590.0,0.0,93.0,5117.08
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802120220900745554,15-06-2024,Twitter,Foto,462,0.002,235647.0,0.0,415.0,0.0,47.0,4753.11
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8QebcyOVnm/,15-06-2024,Instagram,Reels,9698,0.0048,343444.0,0.0,9542.0,156.0,0.0,17172.59
